Name,Total invested,Current valuation,Net profit,Absolute profit,Total installments,Internal rate of return,SIP start date,SIP end date
Edelweiss Multi-Cap Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 210,000.00","₹ 261,201.81","₹ 51,201.81",24.38%,42,12.67%,02-02-2013,25-07-2018
Edelweiss US Value Equity Offshore Fund - Direct Plan - Equity - International Funds : Growth,"₹ 300,000.00","₹ 387,895.41","₹ 87,895.41",29.30%,60,10.30%,02-02-2013,25-07-2018
Edelweiss Banking and PSU Debt Fund - Direct Plan - Debt - Income : Dividend,"₹ 55,000.00","₹ 63,766.80","₹ 8,766.80",15.94%,11,7.47%,02-02-2013,02-05-2018
Edelweiss Banking and PSU Debt Fund - Direct Plan - Debt - Income : Dividend-Monthly,"₹ 295,000.00","₹ 298,661.74","₹ 3,661.74",1.24%,59,0.50%,02-02-2013,25-07-2018
Edelweiss Banking and PSU Debt Fund - Direct Plan - Debt - Income : Growth,"₹ 295,000.00","₹ 352,488.80","₹ 57,488.80",19.49%,59,7.24%,02-02-2013,25-07-2018
Edelweiss Corporate Bond Fund - Direct Plan - Debt - Credit Opportunities : Dividend,"₹ 235,000.00","₹ 270,091.27","₹ 35,091.27",14.93%,47,7.14%,02-02-2013,25-07-2018
Edelweiss Corporate Bond Fund - Direct Plan - Debt - Credit Opportunities : Dividend-Monthly,₹ 0.00,₹ 0.00,₹ 0.00,%,-,%,02-02-2013,-
Edelweiss Corporate Bond Fund - Direct Plan - Debt - Credit Opportunities : Growth,"₹ 235,000.00","₹ 270,125.49","₹ 35,125.49",14.95%,47,7.14%,02-02-2013,25-07-2018
Edelweiss Dynamic Bond Fund - Direct Plan - Debt - Income : Dividend,"₹ 270,000.00","₹ 310,038.68","₹ 40,038.68",14.83%,54,6.15%,02-02-2013,25-07-2018
Edelweiss Dynamic Bond Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 396,608.13","₹ 66,608.13",20.18%,66,6.66%,02-02-2013,25-07-2018
Edelweiss Government Securities Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 270,000.00","₹ 319,719.29","₹ 49,719.29",18.41%,54,7.53%,02-02-2013,25-07-2018
Edelweiss Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Annual,₹ 0.00,₹ 0.00,₹ 0.00,%,-,%,02-02-2013,-
Edelweiss Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Monthly,"₹ 195,000.00","₹ 193,974.75","₹ -1,025.25",-0.53%,39,-0.20%,02-02-2013,25-07-2018
Edelweiss Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Weekly,"₹ 235,000.00","₹ 445,869.78","₹ 210,869.78",89.73%,47,20.41%,02-02-2013,25-07-2018
Edelweiss Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Fortnightly,"₹ 60,000.00","₹ 71,776.59","₹ 11,776.59",19.63%,12,13.28%,02-02-2013,25-07-2018
Edelweiss Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 405,459.98","₹ 75,459.98",22.87%,66,7.46%,02-02-2013,25-07-2018
Edelweiss Liquid Fund - Direct Plan - Debt - Liquid : Dividend,₹ 0.00,₹ 0.00,₹ 0.00,%,-,%,02-02-2013,-
Edelweiss Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 391,889.13","₹ 61,889.13",18.75%,66,6.23%,02-02-2013,25-07-2018
Edelweiss Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Weekly,"₹ 265,000.00","₹ 264,483.61",₹ -516.39,-0.19%,53,-0.07%,02-02-2013,25-07-2018
Edelweiss Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 190,000.00","₹ 343,601.70","₹ 153,601.70",80.84%,38,19.13%,02-02-2013,25-07-2018
Edelweiss Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Fortnightly,"₹ 130,000.00","₹ 218,036.39","₹ 88,036.39",67.72%,26,21.31%,02-02-2013,25-07-2018
Edelweiss Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 240,000.00","₹ 256,046.15","₹ 16,046.15",6.69%,48,3.23%,02-02-2013,25-07-2018
Edelweiss Short Term Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 370,075.57","₹ 40,075.57",12.14%,66,4.15%,02-02-2013,25-07-2018
Edelweiss Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Fortnightly,₹ 0.00,₹ 0.00,₹ 0.00,%,-,%,02-02-2013,-
Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan - Equity - Tax Planning : Growth,"₹ 330,000.00","₹ 495,018.53","₹ 165,018.53",50.01%,66,14.78%,02-02-2013,25-07-2018
Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan - Equity - Tax Planning : Dividend,"₹ 330,000.00","₹ 396,739.90","₹ 66,739.90",20.22%,66,6.68%,02-02-2013,25-07-2018
Essel 3 in 1 Fund - Direct Plan - Hybrid - Others : Growth,"₹ 330,000.00","₹ 410,057.94","₹ 80,057.94",24.26%,66,7.88%,02-02-2013,25-07-2018
Essel 3 in 1 Fund - Direct Plan - Hybrid - Others : Dividend-Monthly,"₹ 325,000.00","₹ 391,618.52","₹ 66,618.52",20.50%,65,6.87%,02-02-2013,25-07-2018
Essel 3 in 1 Fund - Direct Plan - Hybrid - Others : Dividend-Quarterly,"₹ 330,000.00","₹ 368,318.79","₹ 38,318.79",11.61%,66,3.98%,02-02-2013,25-07-2018
Essel Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Annual,"₹ 15,000.00","₹ 15,354.86",₹ 354.86,2.37%,3,17.54%,02-02-2013,25-07-2018
Essel Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Half Yearly,"₹ 15,000.00","₹ 15,354.46",₹ 354.46,2.36%,3,17.52%,02-02-2013,25-07-2018
Essel Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 15,000.00","₹ 15,357.97",₹ 357.97,2.39%,3,17.71%,02-02-2013,25-07-2018
Essel Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend,"₹ 15,000.00","₹ 15,354.21",₹ 354.21,2.36%,3,17.51%,02-02-2013,25-07-2018
Essel Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Quarterly,"₹ 15,000.00","₹ 15,354.76",₹ 354.76,2.37%,3,17.54%,02-02-2013,25-07-2018
Essel Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Monthly,"₹ 15,000.00","₹ 15,354.76",₹ 354.76,2.37%,3,17.54%,02-02-2013,25-07-2018
Essel Regular Savings Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Growth,"₹ 330,000.00","₹ 421,643.97","₹ 91,643.97",27.77%,66,8.89%,02-02-2013,25-07-2018
Essel Regular Savings Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Monthly,"₹ 330,000.00","₹ 327,447.62","₹ -2,552.38",-0.77%,66,-0.28%,02-02-2013,25-07-2018
Essel Regular Savings Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Quarterly,"₹ 330,000.00","₹ 345,844.67","₹ 15,844.67",4.80%,66,1.70%,02-02-2013,25-07-2018
Essel Flexible Income Fund - Direct Plan - Debt - Dynamic Bond : Growth,"₹ 330,000.00","₹ 393,874.12","₹ 63,874.12",19.36%,66,6.41%,02-02-2013,25-07-2018
Essel Flexible Income Fund - Direct Plan - Debt - Dynamic Bond : Dividend-Quarterly,"₹ 330,000.00","₹ 391,862.76","₹ 61,862.76",18.75%,66,6.23%,02-02-2013,25-07-2018
Essel Flexible Income Fund - Direct Plan - Debt - Dynamic Bond : Dividend-Monthly,"₹ 330,000.00","₹ 390,781.02","₹ 60,781.02",18.42%,66,6.12%,02-02-2013,25-07-2018
Essel Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Weekly,"₹ 330,000.00","₹ 329,643.42",₹ -356.58,-0.11%,66,-0.04%,02-02-2013,25-07-2018
Essel Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Monthly,"₹ 330,000.00","₹ 331,350.46","₹ 1,350.46",0.41%,66,0.15%,02-02-2013,25-07-2018
Essel Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 409,143.45","₹ 79,143.45",23.98%,66,7.79%,02-02-2013,25-07-2018
Essel Short Term Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 406,959.60","₹ 76,959.60",23.32%,66,7.60%,02-02-2013,25-07-2018
Essel Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Quarterly,"₹ 330,000.00","₹ 336,184.41","₹ 6,184.41",1.87%,66,0.67%,02-02-2013,25-07-2018
Essel Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 320,275.70","₹ -9,724.30",-2.95%,66,-1.08%,02-02-2013,25-07-2018
Essel Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 335,096.79","₹ 5,096.79",1.54%,66,0.55%,02-02-2013,25-07-2018
Essel Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 411,064.28","₹ 81,064.28",24.56%,66,7.97%,02-02-2013,25-07-2018
Essel Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Weekly,"₹ 330,000.00","₹ 329,563.97",₹ -436.03,-0.13%,66,-0.05%,02-02-2013,25-07-2018
Essel Large & Midcap Fund - Direct Plan - Equity - Midcap : Dividend,"₹ 160,000.00","₹ 192,215.26","₹ 32,215.26",20.13%,32,14.11%,02-02-2013,25-07-2018
Essel Large & Midcap Fund - Direct Plan - Equity - Midcap : Growth,"₹ 160,000.00","₹ 193,373.81","₹ 33,373.81",20.86%,32,14.59%,02-02-2013,25-07-2018
Essel Large & Midcap Fund - Direct Plan - Equity - Midcap : Dividend-Half Yearly,"₹ 20,000.00","₹ 20,133.01",₹ 133.01,0.67%,4,3.82%,02-02-2013,25-07-2018
Essel Large & Midcap Fund - Direct Plan - Equity - Midcap : Dividend-Annual,"₹ 25,000.00","₹ 25,607.74",₹ 607.74,2.43%,5,11.67%,02-02-2013,25-07-2018
Essel Large Cap Equity Fund -Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 349,057.75","₹ 19,057.75",5.78%,66,2.03%,02-02-2013,25-07-2018
Essel Large Cap Equity Fund -Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 493,825.95","₹ 163,825.95",49.64%,66,14.69%,02-02-2013,25-07-2018
Essel Large Cap Equity Fund -Direct Plan - Equity - MultiCap : Dividend-Annual,"₹ 110,000.00","₹ 100,984.90","₹ -9,015.10",-8.20%,22,-8.88%,02-02-2013,25-07-2018
Essel Large Cap Equity Fund -Direct Plan - Equity - MultiCap : Dividend-Half Yearly,"₹ 115,000.00","₹ 116,497.34","₹ 1,497.34",1.30%,23,1.33%,02-02-2013,25-07-2018
Essel Large Cap Equity Fund -Direct Plan - Equity - MultiCap : Dividend-Quarterly,"₹ 165,000.00","₹ 174,108.52","₹ 9,108.52",5.52%,33,3.90%,02-02-2013,25-07-2018
Essel Multi Cap Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 5,000.00","₹ 5,080.30",₹ 80.30,1.61%,1,47.36%,02-02-2013,25-07-2018
Essel Multi Cap Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 5,000.00","₹ 5,082.74",₹ 82.74,1.65%,1,49.09%,02-02-2013,25-07-2018
Essel Multi Cap Fund - Direct Plan - Equity - MultiCap : Dividend-Monthly,"₹ 5,000.00","₹ 5,080.30",₹ 80.30,1.61%,1,47.36%,02-02-2013,25-07-2018
Essel Multi Cap Fund - Direct Plan - Equity - MultiCap : Dividend-Annual,"₹ 5,000.00","₹ 5,080.30",₹ 80.30,1.61%,1,47.36%,02-02-2013,25-07-2018
Essel Multi Cap Fund - Direct Plan - Equity - MultiCap : Dividend-Quarterly,"₹ 5,000.00","₹ 5,080.20",₹ 80.20,1.60%,1,47.29%,02-02-2013,25-07-2018
Essel Multi Cap Fund - Direct Plan - Equity - MultiCap : Dividend-Half Yearly,"₹ 5,000.00","₹ 5,080.30",₹ 80.30,1.61%,1,47.36%,02-02-2013,25-07-2018
Essel Long Term Advantage Fund - Direct Plan - Equity - Tax Planning : Growth,"₹ 155,000.00","₹ 185,644.87","₹ 30,644.87",19.77%,31,14.33%,02-02-2013,25-07-2018
Essel Long Term Advantage Fund - Direct Plan - Equity - Tax Planning : Dividend,"₹ 155,000.00","₹ 184,466.19","₹ 29,466.19",19.01%,31,13.81%,02-02-2013,25-07-2018
Franklin Asian Equity Fund - Direct Plan - Equity - International Funds : Dividend,"₹ 330,000.00","₹ 359,287.05","₹ 29,287.05",8.87%,66,3.08%,02-02-2013,25-07-2018
Franklin Asian Equity Fund - Direct Plan - Equity - International Funds : Growth,"₹ 330,000.00","₹ 456,976.16","₹ 126,976.16",38.48%,66,11.84%,02-02-2013,25-07-2018
Franklin Build India Fund - Direct Plan - Equity - Infrastructure : Dividend,"₹ 330,000.00","₹ 435,744.24","₹ 105,744.24",32.04%,66,10.10%,02-02-2013,25-07-2018
Franklin Build India Fund - Direct Plan - Equity - Infrastructure : Growth,"₹ 330,000.00","₹ 570,383.61","₹ 240,383.61",72.84%,66,20.03%,02-02-2013,25-07-2018
Franklin India Bluechip Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 355,787.20","₹ 25,787.20",7.81%,66,2.72%,02-02-2013,25-07-2018
Franklin India Bluechip Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 468,468.67","₹ 138,468.67",41.96%,66,12.75%,02-02-2013,25-07-2018
Franklin India Equity Advantage Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 495,325.32","₹ 165,325.32",50.10%,66,14.80%,02-02-2013,25-07-2018
Franklin India Equity Advantage Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 364,483.53","₹ 34,483.53",10.45%,66,3.60%,02-02-2013,25-07-2018
Franklin India Equity Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 515,030.50","₹ 185,030.50",56.07%,66,16.24%,02-02-2013,25-07-2018
Franklin India Equity Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 405,962.41","₹ 75,962.41",23.02%,66,7.51%,02-02-2013,25-07-2018
Franklin India Feeder - Franklin European Growth Fund - Direct Plan - Equity - International Funds : Dividend,"₹ 255,000.00","₹ 291,503.53","₹ 36,503.53",14.32%,51,6.30%,02-02-2013,25-07-2018
Franklin India Feeder - Franklin European Growth Fund - Direct Plan - Equity - International Funds : Growth,"₹ 255,000.00","₹ 291,503.53","₹ 36,503.53",14.32%,51,6.30%,02-02-2013,25-07-2018
Franklin India Feeder - Franklin U.S. Opportunities Fund - Direct Plan - Equity - International Funds : Dividend,"₹ 330,000.00","₹ 542,092.48","₹ 212,092.48",64.27%,66,18.14%,02-02-2013,25-07-2018
Franklin India Feeder - Franklin U.S. Opportunities Fund - Direct Plan - Equity - International Funds : Growth,"₹ 330,000.00","₹ 542,092.48","₹ 212,092.48",64.27%,66,18.14%,02-02-2013,25-07-2018
Franklin India Focused Equity Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 431,173.11","₹ 101,173.11",30.66%,66,9.71%,02-02-2013,25-07-2018
Franklin India Focused Equity Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 531,956.79","₹ 201,956.79",61.20%,66,17.44%,02-02-2013,25-07-2018
Franklin India Index Fund - NSE Nifty Plan - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 474,178.20","₹ 144,178.20",43.69%,66,13.19%,02-02-2013,25-07-2018
Franklin India Index Fund - NSE Nifty Plan - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 474,178.20","₹ 144,178.20",43.69%,66,13.19%,02-02-2013,25-07-2018
Franklin India Life Stage Fund of Funds - 20s Plan - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 466,145.39","₹ 136,145.39",41.26%,66,12.57%,02-02-2013,25-07-2018
Franklin India Life Stage Fund of Funds - 20s Plan - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 362,957.33","₹ 32,957.33",9.99%,66,3.44%,02-02-2013,25-07-2018
Franklin India Opportunities Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 404,080.39","₹ 74,080.39",22.45%,66,7.34%,02-02-2013,25-07-2018
Franklin India Opportunities Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 506,499.10","₹ 176,499.10",53.48%,66,15.62%,02-02-2013,25-07-2018
Franklin India Prima Fund - Direct Plan - Equity - Midcap : Dividend,"₹ 330,000.00","₹ 415,983.77","₹ 85,983.77",26.06%,66,8.40%,02-02-2013,25-07-2018
Franklin India Prima Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 585,040.11","₹ 255,040.11",77.28%,66,20.97%,02-02-2013,25-07-2018
Franklin India Smaller Companies Fund - Direct Plan - Equity - Small Cap : Dividend,"₹ 330,000.00","₹ 457,797.96","₹ 127,797.96",38.73%,66,11.90%,02-02-2013,25-07-2018
Franklin India Smaller Companies Fund - Direct Plan - Equity - Small Cap : Growth,"₹ 330,000.00","₹ 617,253.45","₹ 287,253.45",87.05%,66,22.98%,02-02-2013,25-07-2018
Franklin India Technology Fund - Direct Plan - Equity - Technology : Dividend,"₹ 330,000.00","₹ 400,468.27","₹ 70,468.27",21.35%,66,7.02%,02-02-2013,25-07-2018
Franklin India Technology Fund - Direct Plan - Equity - Technology : Growth,"₹ 330,000.00","₹ 508,958.98","₹ 178,958.98",54.23%,66,15.80%,02-02-2013,25-07-2018
Templeton India Equity Income Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 500,781.55","₹ 170,781.55",51.75%,66,15.20%,02-02-2013,25-07-2018
Templeton India Equity Income Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 384,956.09","₹ 54,956.09",16.65%,66,5.58%,02-02-2013,25-07-2018
Templeton India Value Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 502,995.00","₹ 172,995.00",52.42%,66,15.37%,02-02-2013,25-07-2018
Templeton India Value Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 395,081.32","₹ 65,081.32",19.72%,66,6.52%,02-02-2013,25-07-2018
Franklin India Banking & PSU Debt Fund - Direct Plan - Debt - Income : Growth,"₹ 260,000.00","₹ 304,819.62","₹ 44,819.62",17.24%,52,7.36%,02-02-2013,25-07-2018
Franklin India Banking & PSU Debt Fund - Direct Plan - Debt - Income : Dividend,"₹ 260,000.00","₹ 257,713.48","₹ -2,286.52",-0.88%,52,-0.40%,02-02-2013,25-07-2018
Franklin India Corporate Debt Fund - Plan A - Direct Plan - Debt - Income : Dividend-Monthly,"₹ 330,000.00","₹ 341,956.56","₹ 11,956.56",3.62%,66,1.29%,02-02-2013,25-07-2018
Franklin India Corporate Debt Fund - Plan A - Direct Plan - Debt - Income : Dividend-Annual,"₹ 330,000.00","₹ 357,947.27","₹ 27,947.27",8.47%,66,2.94%,02-02-2013,25-07-2018
Franklin India Corporate Debt Fund - Plan A - Direct Plan - Debt - Income : Dividend-Half Yearly,"₹ 330,000.00","₹ 347,346.66","₹ 17,346.66",5.26%,66,1.85%,02-02-2013,25-07-2018
Franklin India Corporate Debt Fund - Plan A - Direct Plan - Debt - Income : Dividend-Quarterly,"₹ 330,000.00","₹ 336,862.04","₹ 6,862.04",2.08%,66,0.74%,02-02-2013,25-07-2018
Franklin India Corporate Debt Fund - Plan A - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 422,861.73","₹ 92,861.73",28.14%,66,9.00%,02-02-2013,25-07-2018
Franklin India Credit Risk Fund - Direct Plan - Debt - Credit Opportunities : Growth,"₹ 330,000.00","₹ 429,433.27","₹ 99,433.27",30.13%,66,9.56%,02-02-2013,25-07-2018
Franklin India Credit Risk Fund - Direct Plan - Debt - Credit Opportunities : Dividend,"₹ 330,000.00","₹ 342,622.41","₹ 12,622.41",3.82%,66,1.36%,02-02-2013,25-07-2018
Franklin India Dynamic Accrual Fund - Direct Plan - Debt - Credit Opportunities : Dividend,"₹ 330,000.00","₹ 348,800.75","₹ 18,800.75",5.70%,66,2.00%,02-02-2013,25-07-2018
Franklin India Dynamic Accrual Fund - Direct Plan - Debt - Credit Opportunities : Growth,"₹ 330,000.00","₹ 433,844.36","₹ 103,844.36",31.47%,66,9.94%,02-02-2013,25-07-2018
Franklin India Government Securities Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 330,000.00","₹ 397,347.73","₹ 67,347.73",20.41%,66,6.73%,02-02-2013,25-07-2018
Franklin India Government Securities Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend-Quarterly,"₹ 330,000.00","₹ 320,792.98","₹ -9,207.02",-2.79%,66,-1.02%,02-02-2013,25-07-2018
Franklin India Income Opportunities Fund - Direct Plan - Debt - Income : Dividend,"₹ 330,000.00","₹ 341,094.07","₹ 11,094.07",3.36%,66,1.19%,02-02-2013,25-07-2018
Franklin India Income Opportunities Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 430,071.29","₹ 100,071.29",30.32%,66,9.62%,02-02-2013,25-07-2018
Franklin India Low Duration Fund - Direct Plan - Debt - Short Term : Dividend-Quarterly,"₹ 330,000.00","₹ 334,427.26","₹ 4,427.26",1.34%,66,0.48%,02-02-2013,25-07-2018
Franklin India Low Duration Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 335,328.35","₹ 5,328.35",1.61%,66,0.58%,02-02-2013,25-07-2018
Franklin India Low Duration Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 427,000.07","₹ 97,000.07",29.39%,66,9.35%,02-02-2013,25-07-2018
Franklin India Savings Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 413,246.39","₹ 83,246.39",25.23%,66,8.16%,02-02-2013,25-07-2018
Franklin India Savings Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 260,000.00","₹ 261,342.48","₹ 1,342.48",0.52%,52,0.24%,02-02-2013,25-07-2018
Franklin India Savings Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Quarterly,"₹ 330,000.00","₹ 329,749.98",₹ -250.02,-0.08%,66,-0.03%,02-02-2013,25-07-2018
Franklin India Short Term Income Fund - Direct Plan - Debt - Short Term : Dividend-Quarterly,"₹ 330,000.00","₹ 343,095.98","₹ 13,095.98",3.97%,66,1.41%,02-02-2013,25-07-2018
Franklin India Short Term Income Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 340,174.51","₹ 10,174.51",3.08%,66,1.10%,02-02-2013,25-07-2018
Franklin India Short Term Income Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 428,604.41","₹ 98,604.41",29.88%,66,9.49%,02-02-2013,25-07-2018
Franklin India Ultra Short Bond Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 423,828.52","₹ 93,828.52",28.43%,66,9.08%,02-02-2013,25-07-2018
Franklin India Debt Hybrid Fund - Plan A - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Quarterly,"₹ 330,000.00","₹ 335,598.00","₹ 5,598.00",1.70%,66,0.61%,02-02-2013,25-07-2018
